"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"BA9VXN4X","forumPost","2021","Texas DPS [@TxDPS]","There are no days off for our Troopers and law-enforcement partners working to secure the southern border. Yesterday, @TxDPS Lt. Olivarez spoke with @FoxNews about @GregAbbott_TX’s #OperationLoneStar https://t.co/8vr5OoKjNL","Twitter","","","","https://twitter.com/TxDPS/status/1435260620039991300","","2021-09-07","2022-04-03 14:19:31","2022-04-03 14:19:31","2022-04-03 14:19:31","","","","","","","","","","","","","","en","","Tweet","","","","","","","","https://t.co/8vr5OoKjNL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"722D66WM","forumPost","2021","Texas DPS [@TxDPS]","Thank you @GregAbbott_TX for your leadership as @TxDPS works to help secure our nation’s border. At the Gov.’s direction, we're working w/partner agencies to address the recent surge & ensure we stop illegal activity from happening in our state/across the U.S. #OperationLoneStar https://t.co/yAMiUc3Zis","Twitter","","","","https://twitter.com/TxDPS/status/1433142617622130690","","2021-09-01","2022-04-03 14:19:40","2022-04-03 14:19:40","2022-04-03 14:19:40","","","","","","","","","","","","","","en","","Tweet","","","","","","","","https://t.co/yAMiUc3Zis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66NLVY4H","forumPost","2021","Texas DPS [@TxDPS]","Our job is to protect & serve. @GregAbbott_TX’s leadership is guiding @TxDPS as we work to secure the border and arrest dangerous criminals & stop drugs from entering our state and country. See more of the work we’re doing as part of #OperationLoneStar at https://bit.ly/DPS-OLS. https://t.co/Jfw8fkWVII","Twitter","","","","https://twitter.com/TxDPS/status/1432817975032094722","","2021-08-31","2022-04-03 14:19:53","2022-04-03 14:19:53","2022-04-03 14:19:53","","","","","","","","","","","","","","en","","Tweet","","","","","","","; ","https://bit.ly/DPS-OLS; https://t.co/Jfw8fkWVII","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENLF9NR3","forumPost","2021","Texas DPS [@TxDPS]","Last week during #OperationLoneStar in the Rio Grande Valley, @TexasHwyPatrol and @TxDPS aircraft engaged in a high-speed vehicle pursuit of a human smuggler who was ultimately captured using tire deflation devices and taken into custody. https://t.co/xQuGMqAKup","Twitter","","","","https://twitter.com/TxDPS/status/1432817737601110024","","2021-08-31","2022-04-03 14:20:03","2022-04-03 14:20:03","2022-04-03 14:20:03","","","","","","","","","","","","","","en","","Tweet","","","","","","","","https://t.co/xQuGMqAKup","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2RESLAYK","forumPost","2021","Texas DPS [@TxDPS]","Exclusive look at Texas ⁦@GovAbbott⁩’s Del Rio border fence with ⁦@TxDPSSouth⁩ | ⁦@FoxNews⁩ Video #OperationLoneStar https://t.co/P4WEv2O0r7","Twitter","","","","https://twitter.com/TxDPS/status/1418299165667471361","","2021-07-22","2022-04-03 14:20:15","2022-04-03 14:20:15","2022-04-03 14:20:15","","","","","","","","","","","","","","en","","Tweet","","","","","","","","https://t.co/P4WEv2O0r7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IUG75PI4","forumPost","2021","Texas DPS [@TxDPS]","ICYMI: From Fox News: Border wall construction important, can deter criminal activity: Lt. Olivarez Watch the video at https://video.foxbusiness.com/v/6259482228001#sp=show-clips. #OperationLoneStar","Twitter","","","","https://twitter.com/TxDPS/status/1407005397739659273","","2021-06-21","2022-04-03 14:20:27","2022-04-03 14:20:27","2022-04-03 14:20:27","","","","","","","","","","","","","","en","","Tweet","","","","","","","","https://video.foxbusiness.com/v/6259482228001#sp=show-clips","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARAK5K4V","forumPost","2021","Texas DPS [@TxDPS]","WATCH: Sex trafficking operations on the rise at southern border as crisis prolongs (Full video from @FoxNews at http://video.foxnews.com/v/6259379104001/.) #OperationLoneStar ""They're coming here looking for a dream and find a nightmare in places like this."" - @TxDPS Lt. Cummings","Twitter","","","","https://twitter.com/TxDPS/status/1405955975563997185","","2021-06-18","2022-04-03 14:20:38","2022-04-03 14:20:38","2022-04-03 14:20:38","","","","","","","","","","","","","","en","","Tweet","","","","","","","","http://video.foxnews.com/v/6259379104001/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EKLYM4GE","forumPost","2021","Texas DPS [@TxDPS]","#OperationLoneStar","Twitter","","","","https://twitter.com/TxDPS/status/1403041581779849217","","2021-06-10","2022-04-03 14:21:00","2022-04-03 14:21:00","2022-04-03 14:21:00","","","","","","","","","","","","","","und","","Tweet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NSDV75KM","forumPost","2023","Texas DPS [@TxDPS]","#OperationLoneStar","Twitter","","","","https://twitter.com/TxDPS/status/1628506850764234753","","2023-02-22","2023-03-22 15:16:36","2023-03-22 15:16:36","2023-03-22 15:16:36","","","","","","","","","","","","","","qht","","Tweet","","","","","","","C:\Users\bhjon\Zotero\storage\U6T56SZB\1628506850764234753.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9RL64JH","forumPost","2023","Texas DPS [@TxDPS]","DPS has seized more than 361 million lethal doses of fentanyl since Governor @GregAbbott_TX launched #OperationLoneStar. #onepillkills https://t.co/5Vn8OMox4S","Twitter","","","","https://twitter.com/TxDPS/status/1625238383139368960","","2023-02-13","2023-03-22 15:16:53","2023-03-22 15:16:53","2023-03-22 15:16:53","","","","","","","","","","","","","","en","","Tweet","","","","","","","; C:\Users\bhjon\Zotero\storage\QDJYWS7U\1625238383139368960.html","https://t.co/5Vn8OMox4S","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RNA7VCFA","forumPost","2023","Texas DPS [@TxDPS]","#OperationLoneStar","Twitter","","","","https://twitter.com/TxDPS/status/1622697787472154651","","2023-02-06","2023-03-22 15:17:08","2023-03-22 15:17:08","2023-03-22 15:17:08","","","","","","","","","","","","","","qht","","Tweet","","","","","","","C:\Users\bhjon\Zotero\storage\Z6EQB738\1622697787472154651.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QD9WTQUN","forumPost","2022","Texas DPS [@TxDPS]","Weekly #OperationLoneStar update from ⁦@GovAbbott⁩ ⬇️ https://t.co/gjw4e2tFAW","Twitter","","","","https://twitter.com/TxDPS/status/1591139034465648640","","2022-11-11","2023-03-22 15:17:37","2023-03-22 15:17:37","2023-03-22 15:17:37","","","","","","","","","","","","","","en","","Tweet","","","","","","","; C:\Users\bhjon\Zotero\storage\JJIFBXQT\1591139034465648640.html","https://t.co/gjw4e2tFAW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9F6THF5X","forumPost","2022","Texas DPS [@TxDPS]","DPS has seized more than 336 million lethal doses of fentanyl since Governor @GregAbbott_TX launched #OperationLoneStar. Don’t make a deadly decision #OnePillKills https://t.co/G39wCmgC8Z","Twitter","","","","https://twitter.com/TxDPS/status/1582126565969666048","","2022-10-17","2023-03-22 15:17:50","2023-03-22 15:17:50","2023-03-22 15:17:50","","","","","","","","","","","","","","en","","Tweet","","","","","","","; C:\Users\bhjon\Zotero\storage\ZHXPJDEP\1582126565969666048.html","https://t.co/G39wCmgC8Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JP2VTQJN","forumPost","2022","Texas DPS [@TxDPS]","DID YOU KNOW? DPS aircraft provide critical support for law enforcement, incl. local, county, other state and federal partners. Our technologically advanced aircraft are also a vital asset in our efforts to secure the border as part of Gov. @GregAbbott_TX's #OperationLoneStar. https://t.co/mn5DMADulB","Twitter","","","","https://twitter.com/TxDPS/status/1579464267815796742","","2022-10-10","2023-03-22 15:18:06","2023-03-22 15:18:06","2023-03-22 15:18:06","","","","","","","","","","","","","","en","","Tweet","","","","","","","; C:\Users\bhjon\Zotero\storage\LU8UT82D\1579464267815796742.html","https://t.co/mn5DMADulB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
